std.BF std.IQ
-0.337576891289176 -1.25783421010322
0.919753243736658 1.70688393157996
-1.05447050515087 -1.32765781667553
0.0643710151819464 0.0687155267953801
1.58422887162665 1.66300187144082
-0.442432785709404 -0.701504678825378
-0.62610340115125 -0.269769325866283
-1.11093092695471 -0.0946013775497335
0.0457362648577344 -0.587953613699146
-0.0300420245597746 0.292083956949549
1.05277735056435 1.27648745622323
-0.822887762899325 -0.698381791799042
-1.34879461883369 -0.701106211133023
0.152223280250981 -0.451123705266463
-1.16516638941566 -0.868355309284599
-0.105240101784609 -0.158467558615671
-0.209185433407186 -0.924136479914848
-1.99900624498517 -2.14477933260759
0.238977704445561 0.217940912733436
0.0711414845800363 -0.563233769835799
0.831676960697149 0.876924323768117
0.391549105861749 1.39552241995283
1.25736390262253 1.5278979772749
0.573015677094382 0.767969205656767
0.738509005054409 0.815451181133434
0.138058241339493 -0.6949008976295
1.63344773205397 1.05813578767481
1.59510737284827 1.24861602238328
-0.374755646219692 -0.871969970753506
-0.923462909251985 -0.694602671915088
0.400697267714145 0.198709373278877
0.909392710177726 1.19610393542632
2.04251775671676 2.16102312696406
0.897403891958227 1.41188789659244
1.76672141142782 1.03990459476452
1.2197082441084 0.585776159245079
-1.35944402620194 -0.556009493920916
-1.9690505273072 -1.8265796233952
-1.21990451852954 -2.12360809198214
0.0660153005607628 -0.336595195080462
1.46284138634741 1.4781913806499
-1.27985480334784 -0.242636137574868
-0.873058003174108 0.731554451815432
1.78862111850371 1.80815593608585
-0.484651623729846 -0.381627033589804
0.753721775877799 0.313022051948661
-1.4304595887558 -0.252520731443277
-0.561467989239631 -0.311784695669774
-0.424297283543347 -0.950019390525501
0.432942487874719 -0.564261423031904
1.22678082869373 1.54953811643793
0.635475651525971 -0.279290425039933
1.33303990870648 0.60611212883425
-0.102239170367945 -1.02068847208239
0.0252656317192644 -0.238151406645485
-1.42432799296065 -0.33064709512146
0.884420459777713 0.544874901190822
-0.445994342833598 0.232333654612338
0.0746775269276837 -0.196281513245034
